Item No.,Item Description,CPT,Price
 1200297,NF-GEODON CAP 80MG,,$0.00
 1200298,NF-PERCOCET TAB 2.5MG-325MG,,$0.00
 1200299,NF-PERCOCET TAB 10MG-325MG,,$0.00
 1200300,NF-LYRICA CAP 100MG,,$0.00
 1200301,NF-POLYETHYLENE GLYCOL (3350) 17GM/1DOSE,,$0.00
 1200302,NF-POLYETHEYLENE GLYCOL 3350 PWD FOR SOL,,$0.00
 1200303,NF-POLYETHYLENE GLYCOL (3350) 17GM/1DOSE,,$0.00
 1200304,NF-ESTRADIOL TAB 0.5MG,,$0.00
 1200305,NF-PROPRANOLOL HCL TAB 10MG,,$0.00
 1200306,NF-CALCIUM CHLORIDE-NACL IV SOLN 1GM-0.9,,$0.00
 1200307,NF-FERROUS GLUCONATE TABLET 240MG,,$0.00
 1200308,NF-CRESTOR ORAL TABLET 10MG,,$0.00
 1200309,NF-ASPIRIN CHEW TAB 81MG,,$0.00
 1200310,NF-AMLODIPINE/BENAZEPRIL CAP 5MG-20MG,,$0.00
 1200311,NF-CALCIUM 500 + D TABLET,,$0.00
 1200312,NF-METOPROLOL AND HCTZ TABLET 50MG-25MG,,$0.00
 1200313,NF-IRON TABLET 65MG,,$0.00
 1200314,NF-PULMICORT FLEXHALER INH/NEB 180MCG/1A,,$0.00
 1200315,NF-HYDROCODONE AND APAP 7.5MG-325MG/15ML,,$0.00
 1200316,NF-FLEET ENEMA RECTAL LIQUID,,$0.00
 1200317,NF-FLUCONAZOLE INTRAVENOUS SOLUTION 200/,,$0.00
 1200318,NF-LEVOXYL ORAL TABLET 0.075MG,,$0.00
 1200319,NF-ZANTAC 150 ORAL TABLET 150MG,,$0.00
 1200320,NF-MELOXICAM ORAL TAB 15MG,,$0.00
 1200321,NF-NASONEX NASAL SPRAY 0.05MG/1ACT,,$0.00
 1200322,NF-PROPRANOLOL ER ORAL CAP ER 80MG,,$0.00
 1200323,NF-INDERAL LA CAP ER 80MG,,$0.00
 1200324,NF-NAMENDA TAB 10MG,,$0.00
 1200325,NF-HCTZ-METOPROLOL TABLET 25MG-100MG,,$0.00
 1200326,NF-PREMPRO TABLET 0.625MG-2.5MG,,$0.00
 1200327,NF-OMEGA 3 CAPSULE 1000MG,,$0.00
 1200328,NF-METOPROLOL SUCC XL ORAL TAB ER 50MG,,$0.00
 1200329,NF-XELODA ORAL TABLET 500MG,,$0.00
 1200330,NF-Potassium Chloride Tablet 8MEQ,,$0.00
 1200331,NF-LEVOBUNOLOL HCL OPHTH SOLN 0.5%,,$0.00
 1200332,NF-OXYMETAZOLINE HCL NASAL SPRAY 0.05%,,$0.00
 1200333,NF-Zocor Oral Tablet 40MG,,$0.00
 1200334,NF-Dilaudid Injection Solution 2MG/1ML,,$0.00
 1200335,NF-Zofran Oral Tablet 4MG,,$0.00
 1200336,NF-Gabapentin Oral Capsule 300MG,,$0.00
 1200337,NF-FENOFIBRIC ACID CAP DR 45MG,,$0.00
 1200338,NF-ALKYL BENZOATE SOLUTION,,$0.00
 1200339,NF-FLECAINIDE ACETATE ORAL TABLET 150MG,,$0.00
 1200340,NF-INVEGA EXTENDED RELEASE TABLET 9MG,,$0.00
 1200341,NF-TRAZODONE HCL ORAL TABLET 100MG,,$0.00
 1200342,NF-TRAZODONE HCL ORAL TABLET 150MG,,$0.00
 1200343,NF-Levothroid Oral Tablet 100MCG,,$0.00
 1200344,NF-MICONAZOLE NITRATE CREAM 2%,,$0.00
 1200345,NF-Neurontin Tablet 600MG,,$0.00
 1200346,NF-VITAMIN B12 INJECTION 1000MCG/ML,,$0.00
 1200347,NF-VITAMIN B12 INJECTION 1000MCG/ML,,$0.00
 1200348,NF-DURAGESIC TD PATCH ER 25MCG/1HR,,$0.00
 1200349,NF-Cilostazol Oral Tablet 100MG,,$0.00
 1200350,NF-Effient Oral Tablet 10MG,,$0.00
 1200351,NF-Xarelto Oral Tablet 20MG,,$0.00
 1200352,NF-TIZANIDINE HCL CAP 2MG,,$0.00
 1200353,NF-NIZATIDINE CAP 300MG,,$0.00
 1200354,NF-BENICAR TAB 40MG,,$0.00
 1200355,NF-Latuda Oral Tablet 20MG,,$0.00
 1200356,NF-TERAZOL 7 VAG CRM 0.4%,,$0.00
 1200357,NF-TERAZOL 7 VAGINAL CREAM 0.4%,,$0.00
 1200358,NF-TERAZOL 7 VAGINAL CREAM 0.4%,,$0.00
 1200359,NF-Plavix Tab 75MG,,$0.00
 1200360,NF-SITAGLIPTIN PHOSPHATE TAB 100MG,,$0.00
 1200361,NF-Lisinopril/HCTZ 20MG-12.5MG,,$0.00
 1200362,NF-Timolol Ophth Gel Forming Solution 0.,,$0.00
 1200363,NF-Aspirin Chewable Tablet 81MG,,$0.00
 1200364,NF-PROAIR HFA INH AER PWD 0.09MG/1ACT,,$0.00
 1200365,NF-NICODERM CQ TD PATCH ER 21MG/24HR,,$0.00
 1200366,NF-Neosporin Ointment 400U-3.5MG-5000U/1,,$0.00
 1200367,NF-ALCOHOL ABSOLUTE SOL,,$0.00
 1200368,NF-DICLOFENAC SODIUM OPHTH SOLN 0.1%,,$0.00
 1200369,NF-OFLOXACIN OPHTHALMIC SOLUTION 0.3%,,$0.00
 1200370,NF-Nicotine TD Patch ER 21MG/24HR,,$0.00
 1200371,NF-MOBIC ORAL TABLET 7.5MG,,$0.00
 1200372,NF-LOVASTATIN ORAL TABLET 20MG,,$0.00
 1200373,NF-MOBIC ORAL TABLET 15MG,,$0.00
 1200374,NF-metFORMIN Hydrochloride Tab ER 1000MG,,$0.00
 1200375,NF-Januvia Oral Tablet 100MG,,$0.00
 1200376,NF-MIRAPEX ORAL TABLET 0.125MG,,$0.00
 1200377,NF-Namenda Tablet 10MG,,$0.00
 1200378,NF-Metoprolol Succinate Oral Tab ER 50MG,,$0.00
 1200379,NF-Namenda XROral Capsule ER 28MG,,$0.00
 1200380,NF-ESTRACE VAGINAL CREAM 0.1MG/1GM,,$0.00
 1200381,NF-ESTRADIOL ACETATE VAG INSERT ER 0.1MG,,$0.00
 1200382,NF-ESTRADIOL ACETATE VAG INSERT ER 0.1MG,,$0.00
 1200383,NF-Aspirin Lite Coated Tablet 325MG,,$0.00
 1200384,NF-LATUDA ORAL TABLET 60MG,,$0.00
 1200385,NF-Namenda Tablet 5MG,,$0.00
 1200386,NF-TRIAMCINOLONE ACETONIDE CREAM 0.1%,,$0.00
 1200387,NF-ONGLYZA ORAL TABLET 5MG,,$0.00
 1200388,NF-EUCERIN CREAM,,$0.00
 1200389,NF-LINZESS CAP 145MCG,,$0.00
 1200390,NF-DICYCLOMINE CAPSULE 10MG,,$0.00
 1200391,NF-OCTREOTIDE ACETATE INJ SOLN 100MCG/1M,,$0.00
 1200392,NF-1ST TIER UNIFINE PENTIPS PLUS DEVICE,,$0.00
 1200393,NF-DESMOPRESSIN ACETATE ORAL TABLET 0.1M,,$0.00
 1200394,NF-EFFIENT ORAL TABLET 10MG,,$0.00
 1200395,NF-LATUDA ORAL TABLET 60MG,,$0.00
 1200397,METOLAZONE 2.5MG TAB,,$27.00
 1200398,LUPRON DEPOT SUSP 22.5MG,J9217,"$13,236.00"
 1200399,NF-Triple Antibiotic Ointment,,$0.00
 1200400,NF-LEFLUNOMIDE ORAL TABLET 20MG,,$0.00
 1200401,NF-HYDROXYCHLOROQUINE SULFATE TAB 200MG,,$0.00
 1200402,NF-ULORIC ORAL TABLET 40MG,,$0.00
 1200403,NF-LEVOTHROID ORAL TABLET 100MCG,,$0.00
 1200404,DEXTROSE 5% / 0.9% NS+20KCL 1000ML,,$61.00
 1200405,NF-Myrbetriq Oral Tablet 25MG,,$0.00
 1200406,NF-CARVEDILOL ORAL TABLET 25MG,,$0.00
 1200407,NF-FENTANYL TD PATCH ER 100MCG/1HR,,$0.00
 1200408,NF-Januvia Oral Tablet 50MG,,$0.00
 1200409,NF-NUCYNTA ORAL TABLET 75MG,,$0.00
 1200410,NF-PRAVASTATIN SODIUM ORAL TABLET 20MG,,$0.00
 1200411,NF-EFFIENT ORAL TABLET 10MG,,$0.00
 1200412,NF-CHLORTHALIDONE TAB 25MG,,$0.00
 1200413,NF-KlonoPIN Tablet 2MG,,$0.00
 1200414,NF-TraZODone HCl Oral Tablet 100MG,,$0.00
 1200415,NF-Lexapro Tablet 10MG,,$0.00
 1200416,NF-CREON ORAL DELAYED RELEASE CAPSULE,,$0.00
 1200417,NF-OXYCODONE HCL ORAL TABLET 10MG,,$0.00
 1200418,NF-metFORMIN HCl Tablet 500MG,,$0.00
 1200419,NF-Norco Tablet,,$0.00
 1200420,NF-Lyrica Oral Capsule 200MG,,$0.00
 1200421,NF-Cymbalta Delayed-Release Capsule 60MG,,$0.00
 1200422,NF-Cilostazol Tablet 100MG,,$0.00
 1200423,NF-Baraclude Oral Tablet 0.5MG,,$0.00
 1200424,NF-Cellcept Capsule 250MG,,$0.00
 1200425,NF-Prograf Capsule 1MG,,$0.00
 1200426,NF-Desmopressin Acetate Oral Tablet 0.1M,,$0.00
 1200427,NF-MORPHINE SULFATE IR ORAL TABLET 15MG,,$0.00
 1200428,NF-ALTAVERA ORAL TABLET 0.15MG-30MCG,,$0.00
 1200429,NF-ALTAVERA ORAL TABLET 0.15MG-30MCG,,$0.00
 1200430,NF-1ST TIER UNIFINE PENTIPS PLUS DEVICE,,$0.00
 1200431,NF-PROGRAF CAP 1MG,,$0.00
 1200432,NF-LYRICA CAP 100MG,,$0.00
 1200433,NF-CILOSTAZOL ORAL TABLET 100MG,,$0.00
 1200434,METHADONE 10MG TAB,,$6.00
 1200435,NF-Januvia Oral Tablet 100MG,,$0.00
 1200436,NF-TYLENOL ARTHRITIS TAB ER 650MG,,$0.00
 1200437,NF-HYDROXYCHLOROQUINE SULFATE ORALTAB 20,,$0.00
 1200438,NF-METOPROLOL SUCCINATE ORAL TAB ER 100M,,$0.00
 1200439,NF-TYLENOL W/CODEINE #3 TABLET 300MG-30M,,$0.00
 1200440,PRED FORTE OPHTH SUSPENSION 1%,,$195.00
 1200441,MIOCHOL-E SOLN 20MG,,$210.00
 1200442,NF-HYDROXYUREA CAP 500MG,,$0.00
 1200443,NF-PREMARIN ORAL TABLET 1.25MG,,$0.00
 1200444,NF-Neo-Polycin Oint 3.5MG-10000U-400U/1G,,$0.00
 1200445,NF-RELAFEN TABLET 750MG,,$0.00
 1200446,NF-MOBIC TAB 7.5MG,,$0.00
 1200447,NF-Plavix Tab 75MG,,$0.00
 1200448,NF-MOBIC ORAL TABLET 15MG,,$0.00
 1200449,NF-Januvia Oral Tablet 100MG,,$0.00
 1200450,NF-KETOROLAC TROMETHAMINE OPHTH SOLN 0.5,,$0.00
 1200451,NF-MELOXICAM CAP 10MG,,$0.00
 1200452,NF-NEXIUM CAP DR 40MG,,$0.00
 1200453,NF-TUMS E-X CHEWABLE TAB 750MG,,$0.00
 1200454,NF-CINNAMON ORAL CAPSULE 500MG,,$0.00
 1200455,NF-LEVEMIR  SUBQ SOLN 100U/1ML,,$0.00
 1200456,NF-ADVAIR DISKUS 250/50 DISK,,$0.00
 1200457,NF-Silver sulfADIAZINE Cream 1%,,$0.00
 1200458,SILVASORB ANTIMICROBIAL WOUND GEL,,$131.00
 1200459,ATORVASTATIN 40 MG TAB,,$10.00
 1200460,CINNAMON CAPSULE 1000 MG,,$3.00
 1200461,NF-ALBUTEROL SULFATE INH SOLN 0.63MG/3ML,,$0.00
 1200462,NF-CILOSTAZOL ORAL TABLET 100MG,,$0.00
 1200463,NF-Cilostazol Oral Tablet 100MG,,$0.00
 1200464,NF-Premarin Tablet 1.25MG,,$0.00
 1200465,NF-LYRICA CAP 75MG,,$0.00
 1200466,MMR VACCINE,90715,$160.00
 1200467,CILOSTAZOL TABLET 100MG,,$18.00
 1200468,NF-Onglyza Oral Tablet 5MG,,$0.00
 1200469,NF-Onglyza Oral Tablet 5MG,,$0.00
 1200470,NF-MEDROXYPROGESTERONE ACETATE TAB 10MG,,$0.00
 1200471,NF-CRESTOR ORAL TABLET 5MG,,$0.00
 1200472,NF-LORATADINE DISINTEGRATING TAB 10MG,,$0.00
 1200473,NF-GOLYTELY PWD FOR SOLN,,$0.00
 1200474,ALBUMIN 25% 100 ML,P9047,$343.00
 1200475,NF-Pradaxa Oral Capsule 150MG,,$0.00
 1200476,MEDIHONEY GEL,,$35.00
 1200477,NF-Folic Acid Tablet 1MG,,$0.00
 1200478,NF-ZYTIGA ORAL TABLET 250MG,,$0.00
 1200479,NF-VALTREX TAB 500MG,,$0.00
 1200480,NF-LORTAB 10/325 ORAL TABLET 10MG-325MG,,$0.00
 1200481,NF-SUDOGEST ORAL TABLET 30MG,,$0.00
 1200482,NF-Aspirin Chewable Tab 81MG,,$0.00
 1200483,NF-PROVERA ORAL TABLET 10MG,,$0.00
 1200484,NF-OXYCONTIN EXTENDED RELEASE TABLET 60M,,$0.00
 1200485,NF-ALBUTEROL INH/NEB SOLUTION 0.042%,,$0.00
 1200486,NF-Vytorin Oral Tablet 10MG-80MG,,$0.00
 1200487,NF-TraZODone HCl Oral Tablet 150MG,,$0.00
 1200488,NF-PREMARIN ORAL TABLET 0.625MG,,$0.00
 1200489,NF-Simvastatin Oral Tablet 20MG,,$0.00
 1200490,NF-amLODIPine Besylate Oral Tablet 10MG,,$0.00
 1200491,NF-CHANTIX ORAL TABLET 0.5MG,,$0.00
 1200492,NF-CALCIUM CARBONATE CHEW TAB 500MG,,$0.00
 1200493,NF-RIVASTIGMINE TD PATCH ER 13.3MG/24HR,,$0.00
 1200494,NF-Sodium Chloride Tablet 1GM,,$0.00
 1200495,NF-Benicar HCT Oral Tablet 20MG-12.5MG,,$0.00
 1200496,NF-AMITRIPTYLINE HCL ORAL TABLET 10MG,,$0.00
 1200497,NF-Aspirin Chewable Tablet 81MG,,$0.00
 1200498,CEFTRIAXONE 2GM INJ,J0696,$32.00
 1200499,NF-ADVAIR DISKUS 250/50 DISK,,$0.00
 1200500,NF-Metoprolol Tartrate Tablet 100MG,,$0.00
 1200501,NF-Eliquis Oral Tablet 5MG,,$0.00
 1200502,NF-ELIQUIS ORAL TABLET 5MG,,$0.00
 1200503,NF-Victoza Subcutaneous Solution 6MG/1ML,,$0.00
 1200504,NF-VICTOZA SUBCUTANEOUS SOLUTION 6MG/1ML,,$0.00
 1200505,NF-LANTUS SUBQ SOLN 100U/1ML,,$0.00
 1200506,NF-LANTUS SUBQ SOLN 100U/1ML,,$0.00
 1200507,NF-VICTOZA SUBQ SOLN 6MG/1ML,,$0.00
 1200508,NF-VICTOZA SUBCUTANEOUS SOLUTION 6MG/1ML,,$0.00
 1200509,NF-ALTAVERA ORAL TABLET 0.15MG-30MCG,,$0.00
 1200510,NF-LANTUS SUBQ SOLN 100U/1ML,,$0.00
 1200511,NF-LANTUS SUBQ SOLN 100U/1ML,,$0.00
 1200512,NF-Effexor-XR Capsule 75MG,,$0.00
 1200513,NF-VENLAFAXINE HCL CAP ER 150MG,,$0.00
 1200514,NF-VENLAFAXINE HCL CAP ER 150MG,,$0.00
 1200515,NF-VENLAFAXINE HCL CAP ER 150MG,,$0.00
 1200516,NF-DESMOPRESSIN ACETATE NASAL SPRAY 0.01,,$0.00
 1200517,NF-Aspirin Adult Low Strength Chew Tab 8,,$0.00
 1200518,NF-Aspirin Adult Low Strength Chew Tab 8,,$0.00
 1200519,NF-KETOROLAC TROMETHAMINE 30MG/1ML,,$0.00
 1200520,NF-CYMBALTA CAP DR 30MG,,$0.00
 1200521,NF-CYMBALTA CAP DR 60MG,,$0.00
 1200522,NF-COZAAR ORAL TABLET 25MG,,$0.00
 1200523,NF-METHOCARBAMOL  TAB  750MG,,$0.00
 1200528,IODOSORB TOPICAL GEL 0.9%,,$165.00
 1200529,NF-Pradaxa Oral Capsule 150MG,,$0.00
 1200531,NF-DICLOFENAC SODIUM TOPICAL GEL 1%,,$0.00
 1200532,NF-Zemuron Injection 10MG/ML,,$0.00
 1200533,NF-Zemuron Injection 10MG/ML,,$0.00
 1200534,NF-ZINC GLUCONATE TAB 50MG,,$0.00
 1200535,NF-Midodrine HCl Oral Tablet 10MG,,$0.00
 1200536,NF-Exelon TD Patch ER 13.3MG/24HR,,$0.00
 1200537,NF-RITONAVIR TAB 100MG,,$0.00
 1200538,NF-PREZISTA ORAL TABLET 800MG,,$0.00
 1200539,NF-ISENTRESS 400MG TAB,,$120.00
 1200540,NF-ETRAVIRINE TAB 100MG,,$0.00
 1200541,NF-RALTEGRAVIR POTASSIUM TAB 400MG,,$0.00
 1200542,NF-ACYCLOVIR CAP 200MG,,$0.00
 1200543,NF-LOPERAMIDE HCL CAP 2MG,,$0.00
 1200544,NF-RITONAVIR LIQ CAP 100MG,,$0.00
 1200545,NF-DARUNAVIR ETHANOLATE TAB 800MG,,$0.00
 1200546,NF-Creon Oral Delayed Release Capsule,,$0.00
 1200547,NF-Creon Oral Delayed Release Capsule,,$0.00
 1200548,NF-Lipitor Tablet 20MG,,$0.00
 1200549,UNASYN 1.5 GM INJECTION,J0295,$51.00
 1200550,UNASYN / NS IVPB : 1.5GM / 50ML,J0295,$79.00
 1200551,NF-UMECLIDINIUM INH PWD 62.5MCG/1ACT,,$0.00
 1200552,CASTOR OIL STIMULANT LAXATIVE,,$16.00
 1200553,NF-Premarin Vaginal Cream 0.625MG/1GM,,$0.00
 1200554,NF-ZONISAMIDE CAP 100MG,,$0.00
 1200555,NF-DIVALPROEX SODIUM CAP DR 125MG,,$0.00
 1200556,NF-ONFI ORAL SUSP 2.5MG / ML,,$0.00
 1200557,NF-EYE VITAMINS AND MINERALS ORAL TABLET,,$0.00
 1200558,NF-Cuprimine Oral Capsule 250MG,,$0.00
 1200559,NF-Cuprimine Oral Capsule 250MG,,$0.00
 1200560,NF-Creon Oral Delayed Release Capsule,,$0.00
 1200561,NF-Kombiglyze XR Oral Extended Release T,,$0.00
 1200562,NF-Januvia Oral Tablet 100MG,,$0.00
 1200563,NF-Advair Diskus 250/50 Disk,,$0.00
 1200564,NF-Cymbalta Delayed-Release Capsule 60MG,,$0.00
 1200565,NF-Renvela Oral Tablet 800MG,,$0.00
 1200566,NF-Mesalamine Rectal Enema 4GM/60ML,,$0.00
 1200567,NF-Prograf Capsule 1MG,,$0.00
 1200568,NF-Mirapex Oral Tablet 0.25MG,,$0.00
 1200569,NF-Mirapex Oral Tablet 0.25MG,,$0.00
 1200570,NF-ALTAVERA ORAL TABLET 0.15MG-30MCG,,$0.00
 1200571,NF-CEFDINIR CAP 300MG,,$0.00
 1200572,NF-POTASSIUM BROMIDE CRYSTAL,,$0.00
 1200573,NF-LEVALBUTEROL HCL INH SOLUTION 1.25MG/,,$0.00
 1200574,NF-metFORMIN HCl Tablet 1000MG,,$0.00
 1200575,NF-Vivitrol IM Pwd for Susp ER 380MG,,$0.00
 1200576,NF-VANCOMYCIN HCL IV PWD FOR SOLN 10GM,,$0.00
 1200577,NF-metFORMIN HCl Oral Tablet 1000MG,,$0.00
 1200578,NF-Mirapex Oral Tablet 0.25MG,,$0.00
 1200579,NF-Levothyroxine Oral Tablet 50MCG,,$0.00
 1200580,NF-glipiZIDE Oral Tab ER 2.5MG,,$0.00
 1200581,NF-Levothyroxine Oral Tablet 75MCG,,$0.00
 1200582,NF-PSEUDOPHEDRINE HCL ORAL TABLET 30MG,,$0.00
 1200583,ARIPIPRAZOLE 5MG TABLET,,$138.00
 1200584,NF-Cymbalta Delayed-Release Capsule 60MG,,$0.00
 1200585,NF-Renvela Oral Tablet 800MG,,$0.00
 1200586,NF-Victoza Subcutaneous Solution 6MG/1ML,,$0.00
 1200587,NF-Entresto Oral Tablet 24MG-26MG,,$0.00
 1200588,NF-Tresiba Subcutaneous Solution 100U/1M,,$0.00
 1200589,NF-imatinib mesylate Oral Tablet 400MG,,$0.00
 1200590,NF-Aspirin Chewable Tablet 81MG,,$0.00
 1200591,NF-Zofran Oral Disintegrating Tablet 4MG,,$0.00
 1200592,NF-VITAMIN B COMPLEX + C CAPSULE,,$0.00
 1200593,NF-Aspirin Chewable Tablet 81MG,,$0.00
 1200594,NF-BENADRYL ITCH STOPPING GEL,,$0.00
 1200595,NF-Cholecalciferol Crystal,,$0.00
 1200596,NF-Singulair Tablet 10MG,,$0.00
 1200597,NF-Digox Oral Tablet 0.125MG,,$0.00
 1200598,NF-DOXEPIN HCL CAP 10MG,,$0.00
 1200599,NF-SODIUM CHLORIDE GRANULAR,,$0.00
 1200600,NF-MIDODRINE HCL ORAL TABLET 5MG,,$0.00
 1200601,NF-ISOSORBIDE MONONITRATE ORAL TAB ER 30,,$0.00
 1200602,NF-MEGACE SUSP 40MG/1ML,,$0.00
 1200603,NF-SUCRETS REGULAR STRENGTH LOZENGE 2MG,,$0.00
 1200604,NF-SODIUM CHLORIDE TABLET 1GM,,$0.00
 1200605,NF-MEGESTROL ACETATE ORAL TABLET 40MG,,$0.00
 1200606,NF-Amiodarone Oral Tablet 200MG,,$0.00
 1200607,NF-medroxyPROGESTERone Acetate Tablet 10,,$0.00
 1200608,NF-ACT DRY MOUTH MUCOUS MEMBRANE LOZENGE,,$0.00
 1200609,NF-MORPHINE SULFATE CAP ER 30MG,,$0.00
 1200610,NF-Altace Oral Capsule 10MG,,$0.00
 1200611,NF-Megace Suspension 40MG/ML,,$0.00
 1200612,NF-Midodrine HCl Tablet 5MG,,$0.00
 1200613,NF-Megestrol Acetate Tablet 40MG,,$0.00
 1200614,NF-Sodium Chloride Tablet 1GM,,$0.00
 1200615,NF-Levemir Subcutaneous Solution 100U/1M,,$0.00
 1200616,NF-Vytorin Oral Tablet 10MG-20MG,,$0.00
 1200617,NF-Cardizem Tablet 120MG,,$0.00
 1200618,NF-Enalapril/HCTZ 5MG-12.5MG Tablet,,$0.00
 1200619,NF-Victoza Subcutaneous Solution 6MG/1ML,,$0.00
 1200620,NF-imatinib mesylate Oral Tablet 400MG,,$0.00
 1200621,NF-Entresto Oral Tablet 49MG-51MG,,$0.00
 1200622,NF-PREMARIN ORAL TABLET 0.625MG,,$0.00
 1200623,BUDESONIDE 0.5MG/2ML SVN,J7626,$61.00
 1200624,NF- TEGRETOL XR ORAL TAB ER 200MG,,$0.00
 1200625,NF-CALCIUM ACETATE CAP 667MG,,$0.00
 1200626,NF-SENSIPAR ORAL TABLET 30MG,,$0.00
 1200627,NF-NEPRO WITH CARB STEADY ORAL LIQUID,,$0.00
 1200628,NF-RENA-VITE RX ORAL TABLET,,$0.00
 1200629,NF-TraZODone Hydrochloride Tablet 150MG,,$0.00
 1200630,NF-4X Probiotic Oral Tablet,,$0.00
 1200631,NF-LOSARTAN-HCTZ ORAL TABLET 50MG-12.5MG,,$0.00
 1200632,NF-Ambien Extended-Release Tablet 12.5MG,,$0.00
 1200633,NF-CENTRUM SILVER ORAL TABLET,,$0.00
 1200634,NF-CALCIUM + D ORAL TABLET 500MG-125IU,,$0.00
 1200635,NF-PERCOCET TAB 10MG-325MG,,$0.00
 1200636,NF-CETIRIZINE HCL TAB 10MG,,$0.00
 1200637,NF-Niacin Tablet 100MG,,$0.00
 1200638,NF-TEGretol Oral Chewable Tablet 100MG,,$0.00
 1200639,NF-Advair HFA 115/21 Inh Aer 115MCG-21MC,,$0.00
 1200640,NF-ETRAVIRINE TAB 200MG,,$0.00
 1200641,NF-TIVICAY ORAL TABLET 50MG,,$0.00
 1200642,NF-Gabapentin Oral Tablet 600MG,,$0.00
 1200643,NF-buPROPion HCl 24 Hr Tab ER 300MG,,$0.00
 1200644,NF-Neurontin Capsule 300MG,,$0.00
 1200645,NF-traMADol HCl Tablet 50mg,,$0.00
 1200646,NF-Cardizem CD 24 Hr Cap 240MG,,$0.00
 1200647,NF-ZOSYN IV PWD FOR SOLN 3GM-0.375GM,,$0.00
 1200648,NF-COMBIVENT RESPIMAT INH 100MCG-20MCG/A,,$0.00
 1200649,NF-VANCOMYCIN HCL IV PWD FOR SOLN 1GM,,$0.00
 1200650,NF-CEPACOL ULTRA SORE THROAT MM SPRAY,,$0.00
 1200651,NF-Zocor Oral Tablet 20MG,,$0.00
 1200652,NF-hydroCHLOROthiazide Oral Tablet 25MG,,$0.00
 1200653,NF-SEROquel Tablet 300MG,,$0.00
 1200654,NF-GEMFIBROZIL ORAL TABLET 600MG,,$0.00
 1200655,NF-ALTAVERA ORAL TABLET 0.15MG-30MCG,,$0.00
 1200656,NF-CAPECITABINE ORAL TABLET 500MG,,$0.00
 1200657,NF-IBRUTINIB CAP 140MG,,$0.00
 1200658,NF-Duoneb Solution,,$0.00
 1200659,NF-METOPROLOL SUCCINATE ORAL TAB ER 25MG,,$0.00
 1200660,NF-METOPROLOL SUCCINATE ORAL TAB ER 25MG,,$0.00
 1200661,NF-TRUVADA ORAL TABLET 200MG-300MG,,$198.00
 1200662,NF-Albuterol Sulfate Inh Soln 0.63MG/3ML,,$0.00
 1200663,NF-Lidocaine HCL Gel/Jelly 2%,,$0.00
 1200664,NF-Eliquis Oral Tablet 5MG,,$0.00
 1200665,NF-Spironolactone Tablet 100MG,,$0.00
 1200666,NF-PSEUDOEPHEDRINE HCL ORAL TABLET 30MG,,$0.00
 1200667,NF-MELOXICAM ORAL TABLET 15MG,,$0.00
 1200668,NF-MELOXICAM ORAL TAB 15MG,,$0.00
 1200669,NF-METOPROLOL SUCC XL ORAL TAB ER 50MG,,$0.00
 1200670,NF-MEGACE ES ORAL SUSPENSION 625MG/5ML,,$0.00
 1200671,NF-azaTHIOprine Oral Tablet 50MG,,$0.00
 1200672,NF-Oxybutynin Chloride Oral Tab ER 10MG,,$0.00
 1200673,NF-Donepezil Hydrochloride Oral Tablet 1,,$0.00
 1200674,NF-Namenda XROral Capsule ER 28MG,,$0.00
 1200675,NF-azaTHIOprine Oral Tablet 50MG,,$0.00
 1200676,NF-Donepezil Hydrochloride Oral Tablet 1,,$0.00
 1200677,NF-Namenda XROral Capsule ER 28MG,,$0.00
 1200678,NF-Eliquis Oral Tablet 5MG,,$0.00
 1200679,NF-Potassium Chloride Oral Tab ER 20MEQ,,$0.00
 1200680,NF-Aspirin Children's Chewable Tab 81MG,,$0.00
 1200681,NF-rOPINIRole Oral Tab ER 2MG,,$0.00
 1200682,NF-TraZODone HCl Oral Tablet 150MG,,$0.00
 1200683,NF-Calcium Magnesium Zinc w/Vitamin D Ta,,$0.00
 1200684,NF-Ventolin HFA Inhaler 0.09MG/Inh,,$0.00
 1200685,NF-Spiriva Inh/Neb Cap 18MCG,,$0.00
 1200686,NF-Keppra Oral Tablet 750MG,,$0.00
 1200687,NF-Duoneb Solution,,$0.00
 1200688,NF-Amiodarone Oral Tablet 200MG,,$0.00
 1200689,NF-Promethazine HCl Tablet 25MG,,$0.00
 1200690,NF-METOPROLOL SUCCINATE ORAL TAB ER 50MG,,$0.00
 1200691,NF-GABITRIL TABLET 16MG,,$0.00
 1200692,NF-Nuvigil Oral Tablet 250MG,,$0.00
 1200693,NF-Nuvigil Oral Tablet 250MG,,$0.00
 1200694,NF-Nuvigil Oral Tablet 250MG,,$0.00
 1200695,NF-Aspirin Tablet 81MG,,$0.00
 1200696,NF-Donepezil Hydrochloride Oral Tablet 1,,$0.00
 1200697,NF-RANITIDINE 15 MG / ML,,$0.00
 1200698,NF-Pradaxa Oral Capsule 75MG,,$0.00
 1200699,NF-Promethazine VC Oral Syr 6.25MG-5MG/5,,$0.00
 1200700,NF-Levothyroxine Oral Tablet 50MCG,,$0.00
 1200701,NF-Magnesium Oxide Tablet 400MG,,$0.00
 1200702,NF-TraZODone HCl Oral Tablet 150MG,,$0.00
 1200703,NF-Keppra Oral Tablet 750MG,,$0.00
 1200704,NF-busPIRone Oral Tablet 10MG,,$0.00
 1200705,NF-hydrOXYzine HCl Tablet 25MG,,$0.00
 1200706,NF-Lispro-PFC SQ Susp 100U/1ML,,$0.00
